latitude,longitude,brightness,acq_date,acq_time
-14.177,135.785,341.3,15/12/2019,435
-24.516,151.235,315.8,18/12/2019,1245
-18.917,143.775,336.5,23/12/2019,345
-24.539,128.479,309.6,30/12/2019,1450
-31.526,152.25,320.6,16/11/2019,40
-34.917,150.349,312.7,26/12/2019,1510
-32.771,124.119,352.7,6/01/2020,530
-18.849,145.877,340.6,2/12/2019,40
-14.631,131.269,311.7,21/10/2019,1350
-20.996,136.636,348.4,21/12/2019,355
-36.794,146.79,303.6,11/01/2020,1510
-13.409,133.547,325.2,21/12/2019,105
-29.964,151.358,333,7/11/2019,325
-34.904,150.216,366.9,28/12/2019,355
-31.497,151.267,311.4,31/12/2019,1530
-26.153,120.556,332.8,21/10/2019,140
-16.068,143.04,342.6,21/12/2019,355
-29.237,151.743,406.6,8/11/2019,410
-36.125,147.881,388.9,4/01/2020,400
-18.334,126.617,317.2,16/11/2019,1430
-31.027,124.146,328.3,11/11/2019,200
-30.807,152.6,310.1,15/11/2019,1515
-27.142,128.608,344.9,16/11/2019,500
-32.712,150.877,325.3,25/12/2019,2350
-36.14,149.531,434.6,30/12/2019,345
-35.482,150.061,310.3,28/11/2019,1310
-12.207,135.507,330.3,14/10/2019,420
-32.819,124.302,443.5,8/01/2020,520
-37.447,148.351,317.6,30/12/2019,345
-16.203,144.663,310.6,13/10/2019,1300
-12.332,132.814,338,22/12/2019,440
-30.448,152.56,317.7,6/12/2019,1535
-29.388,152.188,340.7,30/12/2019,345
-37.541,148.4,457.8,30/12/2019,1310
-37.355,148.117,341,3/01/2020,2345
-15.716,132.243,336.3,8/01/2020,520
-29.267,153.124,305.2,18/11/2019,1235
-19.128,121.834,329.1,26/11/2019,255
-16.538,126.011,336.7,30/11/2019,230
-15.44,127.034,353.1,14/11/2019,515
-35.614,150.072,393.5,30/12/2019,1445
-29.173,125.63,313,23/10/2019,1335
-15.625,126.974,342.8,14/10/2019,135
-37.353,147.967,333.2,8/12/2019,420
-15.383,129.903,333.2,10/12/2019,125
-32.301,116.07,331.9,17/10/2019,625
-36.028,148.31,436.9,4/01/2020,400
-31.547,151.451,317.7,7/01/2020,15
-29.112,152.245,304,18/12/2019,1245
-18.271,143.71,309,22/12/2019,1225
-35.642,148.502,344.7,9/01/2020,5
-33.287,150.057,382.6,19/12/2019,1330
-37.172,147.515,318.2,9/01/2020,1525
-28.72,128.402,373.3,29/10/2019,510
-35.24,143.432,315,3/10/2019,20
-32.763,150.905,342.1,28/12/2019,355
-14.024,135.034,334.6,3/12/2019,410
-28.323,152.657,326.7,12/11/2019,1445
-33.577,150.57,327.6,26/12/2019,410
-29.272,153.075,325.7,20/11/2019,255
-30.063,152.486,304.6,17/11/2019,1505
-32.923,150.663,415.4,3/12/2019,405
-29.332,153.213,346.2,26/11/2019,400
-27.881,127.164,360,24/10/2019,455
-32.9,150.73,340.1,5/12/2019,350
-15.93,141.812,323.6,3/12/2019,1640
-35.885,136.623,392.4,3/01/2020,500
-15.862,125.626,345.4,14/11/2019,515
-35.56,149.969,320.7,25/12/2019,2355
-30.846,123.38,352.6,2/01/2020,555
-32.818,124.218,452.1,2/01/2020,555
-33.795,150.113,354.5,31/12/2019,10
-30.76,152.775,338.3,9/11/2019,2340
-29.757,152.237,306.5,8/11/2019,1510
-15.825,131.233,361.4,15/10/2019,505
-36.264,149.958,308.8,2/01/2020,1200
-15.591,143.932,372,7/11/2019,45
-37.056,147.21,308.1,2/01/2020,1520
-28.952,128.919,361.1,28/10/2019,150
-30.97,123.729,415.7,2/01/2020,555
-32.967,150.217,343.1,20/12/2019,2335
-15.856,136.26,362.5,1/11/2019,410
-31.119,152.584,306.9,15/11/2019,1515
-29.903,152.367,340.2,7/11/2019,2350
-12.472,136.694,370,20/11/2019,440
-12.452,136.453,337.2,16/10/2019,120
-18.399,145.342,344.6,4/01/2020,405
-29.77,152.348,342.1,7/10/2019,410
-31.748,152.093,323.5,15/11/2019,0
-28.463,128.891,350.8,11/10/2019,525
-35.569,150.019,359.1,19/12/2019,400
-36.42,147.728,354.5,4/01/2020,400
-15.996,126.511,383.9,13/10/2019,515
-33.072,150.618,315.3,18/11/2019,310
-29.227,125.628,351.6,28/10/2019,605
-14.634,141.843,326.1,10/12/2019,125
-25.014,149.16,314.3,16/12/2019,1300
-31.679,152.427,325.5,12/11/2019,1445
-30.321,120.681,364.7,19/11/2019,250
-32.081,151.343,330.5,8/12/2019,5
-33.953,150.368,317.4,4/12/2019,1235
-12.419,136.792,328.3,3/10/2019,440
-36.856,146.779,314.5,11/01/2020,1510
-11.775,130.785,313.6,21/10/2019,1355
-11.626,142.26,314.8,3/10/2019,1225
-12.138,142.347,328.3,6/10/2019,40
-33.107,151.068,320.7,17/12/2019,0
-35.232,150.075,343.6,21/12/2019,350
-33.891,150.42,326,3/01/2020,1245
-21.788,120.556,334.1,6/12/2019,155
-15.76,127.075,348.6,18/12/2019,215
-21.511,121.018,337.2,26/11/2019,255
-31.656,151.992,311.9,15/11/2019,1515
-11.807,130.949,328.1,5/10/2019,430
-31.461,151.804,329.2,6/01/2020,350
-33.931,150.456,311.6,3/01/2020,1245
-33.248,116.149,316.9,20/10/2019,655
-33.04,149.852,336.7,21/12/2019,1315
-24.57,118.247,348.8,13/11/2019,610
-30.132,150.3,326.4,17/12/2019,0
-15.505,144.177,304,5/11/2019,1615
-31.779,152.719,308,7/11/2019,1425
-33.782,150.208,338.4,31/12/2019,425
-14.193,127.047,335.1,13/10/2019,225
-31.529,152.279,315.1,15/11/2019,1515
-35.142,150.459,306.8,3/01/2020,1245
-29.235,153.092,430.4,19/11/2019,350
-31.459,123.848,382.2,30/10/2019,555
-32.762,151.041,301.5,31/12/2019,1215
-15.937,141.848,311.5,3/12/2019,1640
-28.74,148.809,327.5,21/10/2019,5
-16.272,142.707,335.4,14/12/2019,350
-12.41,136.541,324.9,12/12/2019,405
-30.043,150.897,349.6,28/11/2019,345
-12.696,142.365,324.3,5/12/2019,105
-29.803,152.65,309.6,19/11/2019,1450
-29.509,152.017,333,16/12/2019,2355
-37.227,148.195,322.9,24/11/2019,410
-30.776,151.027,327.6,20/10/2019,1305
-27.402,150.857,410.4,14/12/2019,345
-37.33,148.43,364.7,19/12/2019,400
-31.147,152.583,306,15/11/2019,1205
-17.054,143.354,330.8,1/10/2019,450
-18.281,143.817,322.4,25/12/2019,1255
-17.31,124.644,307.2,23/11/2019,1435
-33.346,150.569,338.8,5/12/2019,350
-33.435,150.299,383.4,18/12/2019,2345
-32.024,135.853,356,20/12/2019,445
-16.904,143.231,309.7,2/10/2019,1320
-14.546,131.151,326.5,17/10/2019,1415
-28.373,129.2,342.2,29/12/2019,200
-33.077,150.315,346,14/11/2019,330
-15.728,124.566,331.4,9/12/2019,510
-36.005,149.924,304.3,2/01/2020,1515
-16.183,125.491,350.2,27/10/2019,530
-33.422,150.402,341.6,28/12/2019,355
-32.599,120.392,335.8,18/12/2019,1425
-28.678,127.374,339.1,26/10/2019,200
-24.509,117.816,421.4,13/11/2019,610
-32.727,120.413,341.7,19/12/2019,540
-25.619,150.459,300.4,10/10/2019,1540
-34.109,150.226,342.5,1/12/2019,415
-22.929,149.919,319.5,20/12/2019,1235
-37.126,149.508,374.6,4/01/2020,1505
-34.244,150.145,315.5,17/12/2019,1515
-30.892,152.691,455.3,12/11/2019,345
-31.958,152.578,329.9,10/11/2019,355
-36.532,147.775,425.1,4/01/2020,400
-35.725,148.173,467.9,31/12/2019,425
-34.155,150.162,317.9,5/12/2019,1450
-15.423,134.676,342.6,11/10/2019,100
-30.656,152.012,325.6,4/12/2019,310
-15.176,144.064,346.9,12/12/2019,400
-17.406,142.818,332,13/12/2019,445
-16.547,137.94,337.8,28/12/2019,1630
-37.42,148.305,335.8,30/12/2019,1310
-15.736,142.249,341.5,11/10/2019,1315
-11.894,142.571,368.5,16/10/2019,410
-32.97,150.346,334.8,1/12/2019,415
-32.911,150.684,316.2,2/12/2019,1245
-23.735,150.998,337,11/11/2019,20
-36.257,149.565,381.5,4/01/2020,400
-12.637,136.427,337.5,16/10/2019,410
-15.327,143.204,326.3,16/12/2019,335
-27.798,152.311,300.7,9/11/2019,1550
-16.138,142.699,331.6,20/12/2019,25
-15.466,127.791,309.3,15/12/2019,1705
-21.001,119.055,353.2,17/11/2019,545
-29.311,151.555,337.7,11/11/2019,2325
-30.889,151.943,326.7,11/11/2019,2325
-21.143,120.669,342.9,13/12/2019,200
-31.506,152.375,307.1,12/11/2019,1445
-32.864,151.002,334.4,4/12/2019,1235
-35.62,149.909,355.9,31/12/2019,10
-37.264,148.386,340,19/12/2019,400
-17.451,129.783,348.5,22/10/2019,510
-30.163,152.711,318,19/11/2019,1450
-33.106,123.615,333.6,12/12/2019,535
-33.039,123.473,336.6,14/12/2019,1450
-24.005,149.07,333.5,15/10/2019,40
-16.316,128.467,335.3,9/12/2019,220
-13.079,143.258,336.2,6/12/2019,440
-31.108,132.752,328.6,31/12/2019,430
-19.968,145.92,340.6,8/12/2019,425
-36.91,146.74,303.3,23/11/2019,1250
-29.905,152.112,306.5,6/12/2019,1535
-32.695,150.864,327.3,28/12/2019,1500
-29.202,151.662,336.7,7/11/2019,1250
-17.583,143.729,356.5,24/12/2019,425
-32.295,123.401,312.7,1/01/2020,1435
-28.402,152.686,305,26/11/2019,1455
-33.051,150.799,364.7,19/11/2019,350
-37.731,149.424,344,29/12/2019,1540
-17.593,122.432,351.5,7/11/2019,220
-30.707,152.071,326.7,18/12/2019,2345
-12.388,134.47,362.8,3/10/2019,440
-18.583,143.757,325.8,20/12/2019,1235
-16.921,143.068,336.9,2/10/2019,110
-32.567,150.227,373.9,30/12/2019,345
-33.432,150.191,308.8,18/12/2019,1245
-30.735,152.129,319.1,8/11/2019,1510
-32.562,150.491,320.7,29/12/2019,1225
-13.955,135.096,333.6,8/12/2019,140
-30.763,124.153,304.3,20/11/2019,1715
-36.196,149.486,339.9,3/01/2020,2345
-24.546,151.565,339.6,29/11/2019,10
-15.263,131.538,350.2,4/10/2019,520
-15.397,128.569,344.7,18/10/2019,535
-28.683,129.665,333.9,9/10/2019,120
-19.756,145.675,369.3,26/10/2019,445
-14.993,141.879,344.2,23/10/2019,415
-13.544,130.944,341,27/11/2019,445
-12.049,133.227,337.7,17/10/2019,450
-28.629,127.934,346.4,31/10/2019,500
-24.583,118.168,345.5,14/11/2019,230
-34.051,149.982,308.1,6/12/2019,1220
-37.036,147.364,349.5,4/01/2020,400
-32.704,150.939,318.9,31/12/2019,1215
-33.34,150.73,322,18/11/2019,1235
-21.72,145.61,319.8,9/12/2019,1255
-14.765,127.172,335.3,9/11/2019,210
-33.276,150.897,319.5,19/11/2019,350
-14.368,126.623,308.7,18/11/2019,1720
-29.906,152.128,309.2,3/12/2019,1505
-29.342,152.773,336.3,12/11/2019,1445
-15.335,126.765,340.7,21/10/2019,140
-16.162,142.445,332,19/12/2019,410
-34.058,150.542,300.1,10/12/2019,1510
-30.089,152.576,422.1,8/11/2019,1510
-13.956,129.785,356.2,20/11/2019,150
-31.476,151.972,306.1,3/12/2019,1505
-31.229,123.979,305.9,4/11/2019,1400
-32.689,150.391,465.9,6/12/2019,15
-24.52,151.813,304.6,15/12/2019,1215
-33.938,150.099,310.2,6/12/2019,1220
-14.371,131.142,361,17/10/2019,450
-34.215,149.998,323.6,28/12/2019,1320
-32.636,122.089,383.6,7/01/2020,155
-15.382,128.5,348.4,15/10/2019,505
-26.524,150.672,321.8,2/01/2020,1205
-26.112,150.573,343,7/11/2019,330
-17.457,144.773,351,19/12/2019,405
-31.558,151.796,320.7,14/11/2019,1435
-17.94,145.351,344.6,21/12/2019,355
-15.031,126.976,305.7,31/10/2019,1430
-17.443,129.824,308.6,22/10/2019,1600
-33.103,150.312,344.1,15/11/2019,0
-15.942,125.386,359.7,4/11/2019,150
-33.165,150.289,317.1,20/11/2019,2320
-29.95,152.12,352.4,28/11/2019,345
-15.751,134.834,337.9,26/12/2019,125
-19.728,121.658,322.3,27/11/2019,1715
-25.094,149.173,316.1,7/12/2019,1440
-32.364,120.237,352,8/12/2019,600
-17.832,126.888,330.7,1/11/2019,120
-37.377,147.755,310.2,1/01/2020,1255
-14.567,141.867,316.4,9/12/2019,1255
-32.436,121.4,361.7,6/01/2020,530
-13.319,134.299,362.5,19/10/2019,440
-23.029,118.765,335.3,11/10/2019,1450
-21.356,140.794,307.5,28/12/2019,1635
-33.032,151.012,354.5,10/12/2019,410
-31.805,152.19,334.6,13/11/2019,10
-12.898,135.852,333.7,10/10/2019,445
-16.604,137.936,322.4,25/12/2019,1600
-14.149,126.902,307.1,27/11/2019,1410
-12.577,136.316,327,5/10/2019,140
-33.081,150.601,320.4,15/11/2019,415
-36.312,148.087,320.8,4/01/2020,1505
-18.699,127.345,334.5,28/12/2019,540
-32.744,150.511,418.6,6/12/2019,15
-31.526,151.672,311.2,18/12/2019,1245
-15.783,131.18,302.8,10/10/2019,1715
-35.329,147.845,363.9,28/12/2019,355
-28.751,128.899,319.8,29/12/2019,1405
-33.855,150.161,335.2,21/12/2019,350
-32.845,150.723,350.8,4/12/2019,30
-15.536,129.666,323.9,4/10/2019,55
-37.13,148.258,322.7,29/12/2019,2330
-35.903,148.156,368.5,4/01/2020,400
-30.512,152.293,330,19/11/2019,1450
-29.891,152.414,363.2,7/11/2019,2350
-15.752,143.12,338.7,21/12/2019,105
-30.074,152.155,343.4,4/12/2019,30
-31.454,151.91,363.2,5/12/2019,350
-29.063,153.226,308.9,10/11/2019,1455
-18.431,143.758,343.5,19/12/2019,405
-32.592,150.504,305.2,19/12/2019,1505
-11.617,142.237,346,3/10/2019,440
-31.535,152.254,305.3,16/11/2019,1245
-18.42,126.135,311,27/11/2019,1715
-36.494,149.525,313.5,1/01/2020,1255
-29.315,144.957,366.7,24/11/2019,410
-37.59,147.529,335.1,3/01/2020,1245
-14.627,131.174,328.5,19/10/2019,150
-17.914,144.849,306.1,17/12/2019,1515
-15.758,145.021,305.3,16/11/2019,1250
-25.26,149.169,348.2,15/12/2019,10
-37.498,148.615,315.7,31/12/2019,1530
-25.759,129.876,319.4,28/12/2019,1635
-17.483,145.167,328.7,18/12/2019,35
-36.721,146.525,316.8,22/11/2019,420
-32.627,120.152,354.7,15/12/2019,605
-12.306,132.958,312.8,14/10/2019,1345
-29.26,144.962,344.8,9/12/2019,45
-32.434,120.247,359.3,8/12/2019,600
-37.183,148.3,359.8,30/12/2019,1310
-30.429,123.135,337.7,18/12/2019,220
-30.054,152.627,360.7,7/11/2019,325
-36.357,147.769,374.1,11/01/2020,410
-29.911,152.376,334.8,7/11/2019,1250
-34.074,150.034,376.7,21/12/2019,350
-29.913,152.392,363.4,7/11/2019,2350
-15.34,143.811,300.4,12/11/2019,1620
-15.845,144.607,326.6,8/10/2019,1245
-32.702,150.192,321.6,29/12/2019,2330
-32.751,150.571,335,5/12/2019,1315
-31.118,152.296,312.7,7/11/2019,1250
-15.813,126.46,348.4,13/10/2019,230
-14.466,132.034,378.6,22/10/2019,510
-32.799,124.055,398.8,7/01/2020,615
-29.1,152.797,352.4,8/10/2019,315
-30.247,150.272,306.4,28/12/2019,1455
-32.705,121.248,377.5,29/12/2019,620
-35.729,149.898,396.5,4/01/2020,400
-29.023,152.947,318.1,8/10/2019,1240
-19.246,139.169,355.3,17/12/2019,420
-35.948,148.347,328.4,2/01/2020,415
-30.317,150.172,310.8,20/10/2019,1305
-30.681,152.123,332,19/12/2019,405
-29.179,125.637,366.8,23/10/2019,550
-37.427,148.272,339.8,17/12/2019,415
-30.031,152.692,330.9,8/11/2019,1510
-15.935,142.964,335.3,14/12/2019,100
-14.807,127.527,305.9,21/11/2019,1615
-31.44,151.816,327.5,6/12/2019,1220
-16.978,137.471,332.9,5/12/2019,110
-35.248,149.977,326.5,1/01/2020,330
-15.398,130.27,336.4,18/11/2019,205
-31.493,151.245,311.4,4/01/2020,1505
-32.813,150.894,326.3,10/12/2019,410
-16.178,141.805,331.2,2/12/2019,35
-33.007,150.891,344,5/12/2019,350
-15.903,124.841,339.7,31/10/2019,505
-15.843,127.295,356.4,9/11/2019,210
-11.667,142.413,329.1,11/10/2019,100
-37.5,149.319,346.8,3/01/2020,2345
-33.312,150.574,343.8,19/11/2019,350
-13.183,136.045,337.8,11/11/2019,445
-34.207,150.48,307.5,17/12/2019,1515
-29.975,151.353,324.5,7/11/2019,45
-35.999,136.762,506.3,3/01/2020,500
-30.464,152.192,366.7,19/11/2019,1450
-15.885,143.87,301.7,12/11/2019,1620
-13.049,143.162,357.4,15/11/2019,420
-37.6,148.162,322.1,30/12/2019,1310
-15.409,126.886,348.8,3/10/2019,150
-30.714,152.105,311.2,7/10/2019,1510
-32.98,123.56,303.2,4/12/2019,1725
-15.397,127.878,335.8,6/11/2019,140
-27.207,123.799,339,24/10/2019,215
-18.748,123.867,338,14/12/2019,240
-34.034,149.958,313.6,8/12/2019,1525
-29.27,152.904,328.8,22/11/2019,420
-29.934,152.316,361.6,8/11/2019,410
-29.038,153.016,323.6,25/10/2019,400
-34.277,150.337,354.4,31/12/2019,10
-29.75,152.647,444.6,19/11/2019,350
-12.954,136.372,343.2,13/11/2019,435
-12.775,135.339,337,16/10/2019,410
-32.9,123.631,346.4,2/01/2020,555
-15.572,142.471,308.5,3/12/2019,1335
-29.982,151.356,341.8,12/11/2019,345
-34.053,150.127,311.8,4/12/2019,1545
-31.604,151.868,328.3,15/11/2019,1200
-37.181,148.587,318.4,30/12/2019,1445
-30.783,152.606,330.7,26/11/2019,355
-37.273,148.539,331.6,26/12/2019,410
-26.017,150.491,314.2,3/01/2020,1245
-17.701,122.31,393.6,3/11/2019,535
-14.156,133.525,309.6,13/10/2019,1605
-10.921,142.332,325.2,23/11/2019,40
-24.98,149.292,321.4,4/12/2019,1235
-37.482,147.931,321.5,9/12/2019,1250
-36.622,149.627,325.2,30/12/2019,1445
-33.496,150.181,359.1,23/12/2019,340
-32.674,120.268,348.8,13/12/2019,620
-35.387,150.074,302.5,28/12/2019,1500
-32.577,150.229,343.8,29/12/2019,1225
-31.138,152.285,352,7/11/2019,325
-37.38,149.426,355.8,4/01/2020,1505
-30.166,152.93,328.7,19/11/2019,350
-19.221,139.436,317.4,14/12/2019,1315
-30.008,152.205,304.4,6/12/2019,1220
-34.043,150.23,341.3,28/11/2019,345
-15.6,143.755,342.3,13/11/2019,430
-36.642,140.07,338,30/12/2019,345
-15.914,129.277,344.4,15/11/2019,135
-31.341,152.534,330.7,8/11/2019,1510
-28.285,149.736,315.7,4/11/2019,1220
-37.618,147.56,372.8,2/01/2020,415
-29.743,152.285,352.8,9/11/2019,2340
-17.814,126.927,342.2,31/10/2019,215
-24.582,148.017,311.8,30/11/2019,1300
-14.146,131.368,362,1/10/2019,450
-18.028,145.426,335.4,16/12/2019,335
-32.989,123.621,350.8,15/12/2019,605
-22.734,150.33,336.2,1/12/2019,420
-20.246,144.189,316.8,17/12/2019,1515
-15.434,125.718,342.2,18/11/2019,450
-30.978,123.613,379.1,2/01/2020,135
-36.002,147.694,326.5,30/12/2019,1445
-33.986,150.338,320.6,2/12/2019,1245
-37.508,149.364,349.3,3/01/2020,2345
-41.485,147.914,313,18/11/2019,1230
-16.51,142.876,338.3,17/11/2019,410
-31.215,123.798,304.2,7/11/2019,1430
-12.66,131.291,334.2,21/10/2019,430
-28.307,129.36,382.3,23/12/2019,520
-30.138,152.449,333.6,21/11/2019,340
-34.937,150.39,307,25/12/2019,1250
-37.61,149.213,307.3,3/01/2020,1425
-12.349,133.585,339.7,11/11/2019,445
-31.265,123.682,364.4,19/11/2019,530
-35.473,150.019,339.6,3/12/2019,1325
-33.314,150.441,386.5,1/12/2019,415
-30.196,150.057,343.5,21/12/2019,350
-14.928,132.039,341,27/12/2019,500
-16.566,144.411,325.9,25/12/2019,330
-14.974,142.49,332.7,11/12/2019,30
-16.209,143.986,322.9,10/01/2020,1600
-32.936,123.461,314.4,14/12/2019,1625
-37.405,148.161,390.8,30/12/2019,1310
-15.851,141.608,334.3,13/12/2019,20
-31.232,121.149,332.6,3/01/2020,500
-41.499,147.899,331.3,16/11/2019,45
-29.203,151.656,333.3,7/11/2019,1250
-15.808,143.802,336.6,2/12/2019,35
-31.422,123.662,334.7,17/11/2019,125
-15.629,144.138,343.1,10/11/2019,115
-27.041,148.259,302.4,20/10/2019,1305
-37.426,148.269,328.2,30/12/2019,1310
-20.922,136.703,342.5,19/12/2019,405
-16.53,137.476,339.7,15/12/2019,430
-28.683,152.441,382.4,6/12/2019,1535
-33.25,150.77,315.4,18/11/2019,310
-26.794,152.411,324,9/11/2019,35
-30.186,150.824,368.6,12/12/2019,400
-37.016,146.987,325.4,2/01/2020,415
-32.886,150.761,392.1,5/12/2019,350
-30.368,150.832,332.4,8/12/2019,5
-29.364,152.119,302.6,15/12/2019,1215
-30.578,151.058,309.6,18/12/2019,1245
-33.201,150.176,319.6,20/12/2019,1235
-29.831,153.188,350.2,2/11/2019,1235
-32.717,120.195,359.4,15/12/2019,150
-16.372,143.242,309.8,12/12/2019,1325
-16.73,123.731,319.1,23/11/2019,1435
-30.793,152.534,327.3,9/12/2019,325
-31.415,152.333,314.4,8/11/2019,1510
-36.909,146.929,317.3,11/01/2020,410
-30.378,152.235,326,15/11/2019,415
-27.947,128.135,352.6,19/12/2019,545
-28.679,129.827,324.9,4/10/2019,1615
-35.055,150.503,381.2,25/12/2019,2355
-32.971,149.926,323.1,29/12/2019,1225
-24.777,127.391,317.1,31/12/2019,1355
-33.102,123.632,341.3,14/12/2019,525
-35.991,149.386,410.6,4/01/2020,400
-15.569,125.055,319.6,20/11/2019,1710
-30.799,123.394,334.8,1/01/2020,510
-33.837,150.208,320.8,19/12/2019,1505
-35.245,150.043,341.4,21/12/2019,350
-29.19,152.624,350.2,16/11/2019,320
-37.758,148.172,339,30/12/2019,1310
-15.794,142.602,339.2,17/11/2019,410
-21.548,127.093,384.6,28/12/2019,540
-32.616,150.781,339.5,3/01/2020,2345
-29.518,152.017,316.2,18/12/2019,1245
-37.453,149.335,338.7,4/01/2020,1325
-33.627,150.332,302,26/12/2019,1510
-15.775,141.883,322.6,26/12/2019,125
-32.916,151.031,320.1,2/12/2019,1245
-37.107,148.089,320.3,3/01/2020,1245
-33.137,123.382,314.9,14/12/2019,1450
-37.498,147.965,312.9,22/12/2019,430
-29.17,151.457,331.3,14/11/2019,335
-29.479,152.024,334.8,15/12/2019,2315
-18.13,143.966,331.9,5/10/2019,425
-34.775,117.452,419.1,8/11/2019,550
-34.897,150.235,316.7,27/12/2019,1240
-15.245,126.932,348.3,8/11/2019,125
-16.476,137.792,344.9,24/12/2019,425
-35.994,149.837,326.9,3/01/2020,1245
-33.281,150.135,309.7,15/12/2019,1530
-34.244,150.292,311.3,28/12/2019,1500
-32.869,150.795,332.3,4/12/2019,1235
-35.94,147.624,332.1,30/12/2019,1310
-18.375,145.346,307.5,5/01/2020,1235
-15.671,126.873,319.5,5/10/2019,1350
-37.414,148.256,314.2,16/12/2019,1255
-34.737,150.336,352.1,4/01/2020,1505
-12.847,142.916,326.3,21/11/2019,55
-31.682,152.441,327.4,12/11/2019,1445
-32.416,123.643,351.2,2/01/2020,555
-29.319,151.613,304.2,11/11/2019,1230
-34.297,149.914,326.8,5/01/2020,305
-15.316,127.978,349.3,29/10/2019,515
-12.037,133.211,333.7,15/10/2019,505
-33.373,150.352,324.6,6/12/2019,435
-15.69,130.391,336.6,19/11/2019,110
-34.352,135.959,322.8,3/12/2019,405
-35.253,149.981,351,31/12/2019,10
-15.349,144.091,308.5,13/12/2019,1230
-31.658,151.192,348.6,21/12/2019,350
-15.842,142.518,318.9,15/11/2019,1510
-37.296,148.305,309,24/11/2019,1335
-29.168,152.305,331,2/12/2019,2345
-37.391,148.325,334.8,19/12/2019,400
-33.079,150.292,328.1,18/11/2019,30
-29.694,118.571,339.4,23/11/2019,225
-35.342,149.63,327.2,8/12/2019,420
-22.991,118.705,347.9,7/11/2019,510
-37.54,147.99,319.4,26/12/2019,410
-16.033,128.476,357.4,16/12/2019,515
-34.81,150.342,393.3,4/01/2020,405
-31.534,152.276,303.2,27/11/2019,1225
-20.162,144.182,330.7,10/01/2020,45
-13.912,135.716,342,20/12/2019,450
-20.85,136.569,385,27/12/2019,455
-31.264,124.012,341.3,5/11/2019,100
-34.103,150.148,331.9,21/12/2019,350
-13.962,129.788,315.7,19/11/2019,1625
-15.738,143.411,413.7,26/12/2019,415
-35.853,149.835,308.3,5/01/2020,1230
-33.254,150.481,386.8,21/11/2019,340
-29.991,152.33,303.8,10/11/2019,1320
-29.191,151.593,325.5,7/11/2019,2350
-33.856,150.15,377.8,21/12/2019,350
-35.244,150.005,410.1,30/12/2019,345
-31.465,152.121,337.2,28/12/2019,355
-31.216,152.309,319,9/11/2019,1240
-15.229,128.542,335.8,12/12/2019,115
-16.068,125.337,364.4,30/10/2019,135
-27.312,152.122,315.5,16/11/2019,1245
-31.99,121.567,322.4,29/12/2019,1405
-29.455,152.531,377.6,7/12/2019,340
-32.204,121.519,330.5,19/12/2019,125
-29.505,152.163,340.8,16/12/2019,2355
-35.391,149.613,467.5,29/11/2019,425
-16.68,135.852,350.3,30/12/2019,100
-32.211,121.65,321.9,19/12/2019,1505
-17.425,123.887,379.5,18/11/2019,450
-29.505,152.116,330.7,17/12/2019,415
-14.053,133.316,303.8,12/10/2019,1400
-18.2,143.656,320.1,18/12/2019,1250
-15.611,124.626,333.4,4/12/2019,205
-32.406,123.403,343,2/01/2020,555
-33.06,150.272,485.1,19/11/2019,350
-19.901,144.121,344.9,11/01/2020,415
-12.724,142.304,336.7,20/10/2019,55
-32.237,146.162,338.9,10/01/2020,45
-30.089,152.65,318.7,1/11/2019,405
-35.27,147.855,336,3/01/2020,1245
-35.846,147.663,333.8,2/01/2020,415
-32.773,150.252,338.4,17/12/2019,415
-15.603,126.974,335,16/10/2019,545
-33.805,150.161,309.6,26/12/2019,1510
-34.896,150.178,372.9,27/12/2019,2340
-33.244,150.531,364.8,19/11/2019,350
-17.476,142.531,362.2,9/12/2019,45
-31.44,152.221,348.8,8/11/2019,410
-32.627,122.09,406.6,7/01/2020,155
-13.276,135.745,308.3,14/12/2019,1315
-28.662,127.857,352.7,5/11/2019,520
-30.762,151.881,318.2,22/11/2019,1210
-32.069,152.375,302.9,16/11/2019,1245
-15.828,142.064,307.2,24/12/2019,1520
-33.271,150.641,333.2,14/11/2019,1255
-23.166,129.69,348.5,29/12/2019,200
-31.343,151.75,378.7,19/12/2019,405
-36.396,149.57,328.3,11/01/2020,410
-13.076,132.621,306,4/10/2019,1310
-18.347,145.282,383.9,1/01/2020,335
-12.823,135.766,379.8,21/10/2019,425
-32.301,150.081,330.1,1/12/2019,415
-30.842,151.994,324.1,14/11/2019,335
-30.976,152.079,314.3,6/11/2019,1520
-31.119,152.158,334,9/11/2019,1240
-20.406,128.796,336.6,11/10/2019,525
-30.769,152.415,300,1/11/2019,1505
-34.282,150.258,337.3,31/12/2019,10
-33.226,150.262,309.5,9/12/2019,1250
-23.973,149.072,324.2,15/10/2019,1250
-21.264,116.161,309.6,24/11/2019,1515
-13.014,141.802,331.8,14/10/2019,420
-16.033,125.339,339,3/11/2019,535
-31.663,152.456,322.7,18/11/2019,2335
-15.647,144.648,306.7,23/12/2019,1310
-36.155,147.615,321.1,4/01/2020,1325
-30.163,152.701,316.1,18/11/2019,1235
-11.821,133.403,342,20/12/2019,450
-31.382,152.197,301.9,21/11/2019,1305
-17.122,124.026,340.7,1/12/2019,600
-16.401,142.734,338.9,14/12/2019,100
-30.799,123.5,354,26/12/2019,550
-32.674,150.858,323.3,31/12/2019,1215
-28.034,147.25,307.9,19/10/2019,1535
-33.56,123.705,387.9,29/12/2019,620
