latitude,longitude,brightness,acq_date,acq_time
-21.883,149.038,328.4,18/12/2019,40
-26.428,152.457,331.6,19/12/2019,405
-37.456,148.016,311.6,16/12/2019,1255
-30.872,151.903,368.8,15/11/2019,0
-28.662,124.59,363.5,21/10/2019,600
-37.199,147.023,504.1,4/01/2020,400
-14,134.992,350.9,4/12/2019,450
-33.607,150.362,345.7,21/12/2019,350
-33.382,150.661,328.3,21/12/2019,350
-33.915,122.137,353.1,26/12/2019,1650
-30.491,152.186,342,20/11/2019,15
-26.113,150.582,338,8/11/2019,410
-35.518,150.307,329.8,2/12/2019,2345
-32.966,123.723,378.9,2/01/2020,555
-28.11,152.423,330.1,8/11/2019,410
-37.714,149.02,320.4,31/12/2019,1530
-33.275,150.195,366,14/12/2019,345
-19.209,146.02,331.3,17/12/2019,420
-35.23,150.074,331.7,19/12/2019,1505
-34.163,150.201,333.2,4/12/2019,2335
-37.445,148.027,341.5,8/12/2019,420
-30.096,152.519,346.7,10/11/2019,400
-31.286,152.76,304.9,10/11/2019,1455
-20.627,119.051,383.6,25/10/2019,540
-14.305,131.221,315.3,16/10/2019,1335
-14.832,126.641,373.7,23/11/2019,510
-19.786,143.709,331.2,5/01/2020,25
-30.981,152.386,335.1,26/10/2019,300
-16.01,124.904,326.7,12/11/2019,240
-14.474,143.581,351.4,1/01/2020,50
-34.342,150.353,347.3,31/12/2019,10
-29.94,152.5,437.8,7/11/2019,2350
-30.443,152.217,391.3,16/11/2019,1245
-31.484,152.258,318.5,12/11/2019,1445
-12.412,131.541,329.3,13/11/2019,145
-33.343,150.649,305.5,20/11/2019,1220
-27.201,125.856,337.4,26/12/2019,130
-15.094,126.032,304.9,25/11/2019,1425
-14.186,133.428,335.6,7/10/2019,125
-17.422,123.858,343.2,18/11/2019,450
-37.691,148.167,398.2,30/12/2019,1310
-33.979,150.062,339.6,3/12/2019,405
-31.088,151.909,308.8,20/11/2019,1220
-18.21,143.695,340.9,19/12/2019,405
-16.686,137.922,341.2,2/01/2020,420
-25.319,129.984,342.5,29/12/2019,200
-30.745,123.358,302.1,30/12/2019,1450
-32.765,150.96,303.4,17/12/2019,1515
-29.283,152.395,313.3,8/11/2019,1155
-32.664,122.019,317.7,7/01/2020,1715
-29.274,152.275,309.4,3/12/2019,1505
-37.277,149.583,336.6,4/01/2020,1505
-18.183,145.546,336.2,17/12/2019,420
-26.153,146.498,334.2,20/12/2019,25
-37.174,148.383,440.2,4/01/2020,400
-30.675,152.817,331,9/11/2019,2340
-16.015,124.838,322.2,4/11/2019,1710
-18.362,142.454,340.4,2/10/2019,1320
-30.076,152.734,318.9,8/11/2019,1155
-37.571,147.585,320.7,25/12/2019,50
-32.81,150.972,331.9,10/12/2019,410
-37.115,149.379,332.4,4/01/2020,1505
-34.052,150.047,374,5/12/2019,350
-37.11,148.268,343.5,30/12/2019,1310
-22.994,119.451,331.9,27/10/2019,240
-31.799,152.073,321.8,12/11/2019,1445
-16.434,141.679,332.7,29/11/2019,5
-16.597,144.953,331.3,13/11/2019,430
-32.801,151.169,306.8,17/12/2019,1515
-30.244,150.209,328.3,22/10/2019,1250
-25.113,151.851,352.3,16/12/2019,335
-32.786,150.333,322.1,7/12/2019,1305
-31.27,123.894,340.7,5/11/2019,520
-12.311,132.822,344.5,22/12/2019,440
-12.774,132.713,328.6,17/12/2019,130
-28.477,129.702,346.4,4/10/2019,100
-15.562,129.705,332.2,10/10/2019,155
-31.323,151.983,330.9,19/11/2019,1450
-37.521,148.586,322.6,1/01/2020,1255
-17.493,123.972,363.8,17/11/2019,545
-31.093,152.014,368.4,12/11/2019,345
-33.961,150.56,328.2,14/12/2019,345
-26.735,152.372,304.5,10/11/2019,1455
-14.505,130.903,331.6,21/10/2019,425
-11.675,142.397,328.7,11/10/2019,350
-33.067,150.452,308.1,9/11/2019,1240
-13.117,136.071,327.7,7/10/2019,125
-12.612,136.372,334.2,14/10/2019,420
-29.265,151.658,345.1,7/11/2019,2350
-32.56,150.346,352.3,5/12/2019,350
-29.114,152.302,321.4,5/12/2019,1315
-18.963,124.304,372,15/11/2019,135
-33.96,150.21,331.5,4/12/2019,1235
-26.67,147.07,305.1,8/10/2019,1240
-16.366,141.477,322.2,7/12/2019,55
-35.324,150.195,307.5,10/12/2019,1510
-22.729,150.181,365.7,2/12/2019,2345
-35.884,148.729,364.9,4/01/2020,400
-28.741,124.514,348.7,27/10/2019,525
-29.473,151.966,355.7,17/12/2019,415
-16.633,123.932,343.4,11/10/2019,530
-32.067,152.51,313.6,26/10/2019,1225
-31.562,115.698,312.6,11/12/2019,1730
-31.118,152.559,326.1,15/11/2019,0
-37.436,148.471,351.4,4/01/2020,1325
-34.424,118.125,345.9,28/12/2019,1500
-18.302,143.69,331.3,18/12/2019,1555
-14.899,143.954,334.1,24/12/2019,0
-36.359,148.303,333.2,4/01/2020,400
-33.44,150.219,319,18/12/2019,1420
-34.389,118.233,328.3,28/12/2019,300
-25.886,129.822,351.7,25/12/2019,45
-33.816,150.063,358.1,31/12/2019,10
-16.205,142.132,339.4,19/12/2019,410
-16.026,130.895,350.6,9/12/2019,510
-14.04,135.246,336.7,8/12/2019,425
-29.268,144.915,337.6,7/12/2019,340
-30.145,152.753,310.9,15/11/2019,1515
-28.602,128.6,349.5,28/12/2019,535
-15.724,144.439,327.6,17/10/2019,25
-12.745,132.676,358.1,11/12/2019,500
-19.88,144.529,301.8,28/12/2019,1325
-33.211,150.806,309.5,14/11/2019,1435
-15.577,125.994,352.6,29/10/2019,515
-31.67,151.876,338.3,15/11/2019,0
-30.887,123.498,353.5,2/01/2020,555
-37.403,148.531,385.4,30/12/2019,1310
-14.346,131.187,397.3,17/10/2019,450
-30.277,150.142,342.6,21/10/2019,1520
-13.996,133.293,306.8,12/10/2019,1700
-37.368,149.218,433,11/01/2020,410
-12.221,135.432,331,8/10/2019,500
-30.741,152.151,334.9,8/11/2019,410
-28.728,152.387,317.6,5/12/2019,1315
-12.345,131.6,337.2,9/12/2019,510
-33.355,151.061,354.4,2/12/2019,2345
-30.526,152.283,337.8,22/11/2019,5
-30.118,150.303,323.8,18/12/2019,1245
-12.939,131.185,353.7,5/10/2019,1350
-31.628,147.059,329.4,14/10/2019,415
-27.946,128.542,340.3,29/12/2019,1405
-30.84,152.241,356.9,8/11/2019,410
-37.087,146.998,408.1,2/01/2020,415
-12.243,132.977,342.3,20/12/2019,450
-17.212,142.784,336.6,20/12/2019,25
-28.32,129.281,383.7,26/12/2019,130
-30.49,150.893,301.6,25/12/2019,1250
-16.315,143.123,360.5,18/12/2019,35
-32.875,150.705,315.2,2/12/2019,40
-35.144,150.569,333.2,1/01/2020,330
-35.599,150.208,308.3,2/12/2019,1245
-18.572,145.94,338,16/11/2019,40
-32.643,120.346,305.5,15/12/2019,1710
-35.847,148.664,331.3,4/01/2020,400
-17.55,142.342,328.7,16/12/2019,50
-31.537,151.775,346.7,28/11/2019,345
-34.467,118.128,397.1,30/12/2019,525
-29.186,151.532,353.3,8/11/2019,1155
-30.737,147.555,414.6,26/10/2019,1540
-15.678,127.099,337.1,15/12/2019,435
-13.249,141.842,342.7,18/10/2019,355
-31.699,151.866,357.4,14/11/2019,335
-25.762,151.047,332.4,16/12/2019,2355
-30.902,152.354,315,8/11/2019,1510
-30.519,150.832,307.7,6/01/2020,1315
-37.222,149.957,363.9,4/01/2020,1325
-11.806,142.742,330.2,6/10/2019,40
-36.712,147.872,379.2,4/01/2020,400
-30.933,152.167,331.1,22/10/2019,2350
-24.582,151.783,333.3,20/12/2019,25
-37.081,149.335,414.5,11/01/2020,410
-37.404,147.672,343.2,20/12/2019,1550
-37.581,147.544,361.4,25/12/2019,505
-37.613,147.533,360.3,3/01/2020,2345
-14.623,131.258,318.3,21/10/2019,1350
-31.446,152.054,341.3,7/12/2019,340
-15.018,145.069,303,22/10/2019,1255
-20.221,139.671,335.1,26/11/2019,115
-19.034,143.677,337.2,24/12/2019,425
-31.859,121.499,323.9,6/01/2020,1455
-29.242,153.103,349,18/11/2019,1235
-12.343,135.353,332.2,23/10/2019,415
-14.084,133.405,305.9,12/10/2019,1700
-19.263,124.166,312.5,10/12/2019,1340
-28.316,124.67,349.1,23/12/2019,520
-11.983,136.444,324.7,11/10/2019,100
-31.259,152.446,318.6,10/11/2019,355
-32.007,121.645,351.6,2/01/2020,555
-11.973,142.784,339.6,16/10/2019,410
-37.643,148.073,417.5,30/12/2019,1310
-35.834,148.674,322.9,3/01/2020,1245
-32.661,150.87,349.1,4/01/2020,1505
-15.56,144.213,343.3,10/11/2019,400
-33.246,150.855,319.7,22/11/2019,5
-37.656,147.823,309.4,25/12/2019,505
-35.452,147.938,326.9,30/12/2019,1445
-35.285,150.246,326.3,17/12/2019,0
-31.348,152.558,313.9,11/11/2019,1225
-15.772,126.524,339.2,12/10/2019,145
-29.213,152.664,332.9,19/11/2019,350
-13.677,143.004,330.8,14/12/2019,350
-14.53,142.809,346.5,26/12/2019,415
-37.166,149.299,416.2,4/01/2020,1505
-12.337,132.346,336.3,24/10/2019,500
-37.58,148.187,310.8,31/12/2019,1530
-33.239,150.098,393.8,21/12/2019,350
-35.571,150.225,386.2,3/12/2019,400
-33.99,150.244,331.5,7/12/2019,340
-25.771,151.03,329.9,22/12/2019,15
-42.296,146.647,311.5,23/10/2019,405
-12.662,131.651,304.5,26/11/2019,1630
-35.356,149.615,333.3,6/12/2019,435
-35.338,149.653,352.1,10/12/2019,410
-21.249,116.155,342.3,25/11/2019,210
-37.663,147.79,361.8,22/12/2019,20
-16.829,137.643,352.2,24/12/2019,425
-30.415,123.095,325.3,18/12/2019,1425
-29.718,152.006,501.9,8/11/2019,410
-24.382,147.83,308.6,18/11/2019,1235
-27.826,152.263,313.5,7/10/2019,1510
-31.277,152.137,312.4,8/11/2019,1510
-31.036,152.531,338.7,12/11/2019,345
-20.476,140.341,332.9,10/11/2019,400
-32.664,150.453,324.6,17/12/2019,415
-22.222,117.179,312.8,18/12/2019,1425
-12.086,133.936,343.4,14/10/2019,420
-22.723,150.296,360.7,1/12/2019,420
-32.654,120.262,322.4,14/12/2019,1450
-37.128,149.638,322.4,4/01/2020,1505
-23.306,124.418,338.8,29/12/2019,200
-29.247,151.443,344.2,6/11/2019,420
-34.108,150.074,329.5,20/12/2019,30
-31.265,152.604,327.3,26/10/2019,2325
-30.073,152.566,339.1,12/11/2019,345
-17.339,144.036,313.1,18/12/2019,1250
-30.944,152.344,354.7,12/11/2019,345
-30.068,151.934,361.1,9/12/2019,2350
-29.37,152.919,403.1,15/11/2019,415
-30.803,123.327,362.4,2/01/2020,555
-30.411,123.13,321.1,18/12/2019,1425
-35.466,148.049,484.5,4/01/2020,400
-37.26,147.575,309.6,2/01/2020,0
-28.676,152.418,312.5,6/12/2019,1220
-32.598,150.771,325.7,4/01/2020,1505
-31.429,151.742,344.2,4/01/2020,405
-22.679,117.048,350.1,4/12/2019,630
-16.106,144.775,335.3,8/01/2020,345
-36.285,149.963,323.9,2/01/2020,1515
-16.852,137.469,340.3,1/12/2019,420
-33.432,150.52,324.7,18/12/2019,1245
-15.185,126.91,331.6,5/11/2019,520
-37.552,149.069,323.2,3/01/2020,1245
-31.993,115.933,329.4,11/01/2020,550
-33.279,151.027,328.9,9/12/2019,325
-30.046,151.889,313.3,19/10/2019,1220
-30.469,152.169,379.7,19/11/2019,1315
-31.028,152.027,353.2,9/11/2019,1240
-14.419,130.832,358.8,20/10/2019,1310
-13.185,134.358,330.6,20/10/2019,55
-30.729,151.004,323.4,22/10/2019,2350
-36.366,149.755,403.2,30/12/2019,1445
-13.821,143.22,331.7,20/10/2019,345
-15.58,141.876,332.4,31/12/2019,435
-31.819,152.155,319.6,15/11/2019,1515
-27.231,152.238,328.9,19/11/2019,350
-27.803,152.295,340.2,9/11/2019,1240
-28.276,125.45,341.2,3/12/2019,545
-35.822,148.683,313.4,11/01/2020,1510
-35.463,147.884,323.4,2/01/2020,1515
-17.292,124.594,347.1,8/11/2019,550
-19.767,121.89,336.6,18/12/2019,505
-31.424,152.049,325,6/12/2019,1535
-15.177,127.379,356.5,15/11/2019,130
-37.479,147.79,365.9,20/12/2019,1550
-12.118,136.276,372.6,3/10/2019,440
-29.429,152.199,354.6,21/12/2019,350
-27.721,128.166,383.1,28/12/2019,535
-36.253,147.723,343.5,31/12/2019,425
-33.316,136.871,345.5,30/12/2019,525
-11.982,133.924,333,30/10/2019,130
-25.655,126.696,351.9,25/10/2019,540
-31.416,151.345,336.1,19/12/2019,405
-36.498,148.012,309.1,1/01/2020,1255
-29.077,128.143,368.7,28/12/2019,120
-31.335,123.742,301.2,3/11/2019,1455
-37.579,148.121,315.4,31/12/2019,1215
-30.241,150.237,309.7,19/10/2019,1535
-17.806,125.451,345.8,11/12/2019,210
-14.418,132.031,310.8,21/10/2019,1350
-29.224,152.91,332.9,23/11/2019,325
-31.67,152.229,327.4,12/11/2019,1310
-33.382,150.506,352.9,5/12/2019,350
-11.438,130.528,320.7,8/12/2019,1355
-13.217,132.272,324.5,4/10/2019,55
-32.722,150.94,328.6,31/12/2019,10
-24.54,128.271,394.5,31/12/2019,145
-13.413,135.763,332.4,19/12/2019,120
-33.258,150.842,330.7,14/11/2019,1255
-29.351,152.43,333,21/11/2019,340
-32.661,122.315,388.6,7/01/2020,155
-34.761,150.266,321.4,4/01/2020,1505
-25.12,152.567,329.8,13/11/2019,1525
-27.257,152.287,348.7,7/12/2019,340
-29.785,118.755,368.4,17/12/2019,555
-32.763,120.422,361.7,9/12/2019,225
-30.007,151.344,321.6,11/11/2019,2325
-28.634,127.86,301.6,6/11/2019,1350
-32.607,150.475,334,22/12/2019,15
-30.732,124.144,341,24/11/2019,550
-13.06,141.935,362.4,20/10/2019,345
-33.063,149.887,304.5,21/12/2019,1315
-33.791,150.197,308.7,26/12/2019,1510
-32.35,120.09,357,13/12/2019,620
-26.062,128.467,337.2,26/12/2019,130
-13.036,143.264,330.7,21/11/2019,345
-19.816,121.284,356.6,25/12/2019,510
-27.715,128.197,360.6,28/12/2019,535
-29.26,151.772,341.6,8/11/2019,410
-31.824,121.529,339.9,1/01/2020,510
-34.22,149.985,328.4,28/12/2019,355
-29.16,152.31,305,2/12/2019,1420
-26.155,146.498,335.7,20/11/2019,435
-34.462,150.878,316.3,4/11/2019,15
-34.261,150.418,392,30/12/2019,345
-12.568,135.315,344.3,19/10/2019,440
-34.344,150.43,323.2,19/12/2019,1505
-24.533,151.77,317.2,17/12/2019,1515
-31.409,124.002,410.4,30/10/2019,555
-28.389,128.697,339.1,5/10/2019,140
-15.944,143.973,306.3,23/12/2019,1310
-31.072,123.561,335.9,4/11/2019,615
-28.692,128.599,333.8,27/12/2019,215
-33.849,150.07,359.8,28/12/2019,355
-29.769,152.628,336.2,16/11/2019,320
-32.831,151.482,300.1,3/12/2019,1505
-15.607,142.605,334.7,4/12/2019,25
-35.335,149.564,312.7,5/12/2019,1450
-32.402,121.374,334.2,1/01/2020,510
-38.079,141.819,312.8,21/12/2019,350
-14.088,133.585,338.5,19/10/2019,440
-32.805,150.183,315.3,19/12/2019,1330
-34.159,150.126,348.2,7/12/2019,1440
-29.203,152.509,328.8,9/11/2019,35
-32.985,150.905,330.4,3/12/2019,405
-15.46,144.222,332.5,6/11/2019,425
-32.685,150.328,335.7,19/12/2019,1505
-31.582,123.987,312.3,9/11/2019,1420
-37.333,148.291,320.5,22/11/2019,420
-14.134,131.236,364.8,14/10/2019,130
-33.343,150.481,334.4,2/12/2019,2345
-15.091,126.117,341.9,25/11/2019,500
-31.191,152.407,321,8/12/2019,5
-36.766,146.752,315.4,3/01/2020,1600
-11.722,130.98,323.9,16/10/2019,120
-28.172,129.74,362.8,2/01/2020,555
-36.918,146.741,320.8,25/11/2019,35
-15.662,124.462,343.3,4/12/2019,1415
-30.853,132.847,339.9,3/01/2020,500
-16.316,124.118,331,30/11/2019,515
-22.549,115.763,307.2,12/12/2019,1505
-33.437,150.618,309.9,7/12/2019,1305
-35.771,148.041,307,2/01/2020,1515
-18.245,143.983,340.4,23/12/2019,55
-15.837,125.125,308.5,9/11/2019,1420
-35.434,147.953,319.3,30/12/2019,1310
-32.887,150.325,347.2,8/12/2019,420
-32.507,121.959,323.3,1/01/2020,1435
-32.981,120.696,309.2,6/12/2019,1715
-31.486,123.841,310.5,10/11/2019,1500
-35.403,147.972,346,4/01/2020,400
-31.077,151.882,375.9,22/11/2019,5
-30.771,152.032,326.8,3/01/2020,320
-31.437,152.183,327.9,12/11/2019,345
-11.833,133.346,333.5,10/10/2019,445
-33.388,150.186,306.2,15/12/2019,1530
-29.489,152.289,363.4,9/12/2019,2350
-14.227,132.561,334.8,24/12/2019,140
-27.029,125.923,303.7,14/12/2019,1625
-30.069,151.954,314.8,16/12/2019,1435
-28.399,129.197,362.8,29/12/2019,200
-37.67,148.818,343.4,4/01/2020,1325
-12.411,136.741,341.6,8/12/2019,425
-30.831,151.794,330.8,17/12/2019,0
-36.001,148.347,337.9,3/01/2020,2345
-28.726,128.666,309.5,25/12/2019,1605
-11.577,142.561,328.4,6/12/2019,440
-31.01,124.105,347,17/11/2019,545
-30.787,152.86,303.5,15/11/2019,1515
-30.51,152.26,344.5,19/11/2019,1315
-37.42,149.492,374.3,4/01/2020,400
-17.615,122.42,351.7,8/11/2019,550
-32.942,150.886,324.9,2/12/2019,2345
-31.267,152.794,321.7,31/10/2019,320
-31.756,152.375,362.5,9/11/2019,315
-34.914,150.529,336.9,2/01/2020,415
-12.847,142.878,321.8,6/10/2019,40
-26.499,152.395,334.7,17/12/2019,415
-33.173,123.56,307.6,16/12/2019,1615
-12.772,142.243,331.1,15/10/2019,35
-13.683,130.85,346.6,17/11/2019,1335
-13.18,130.451,341.6,22/10/2019,510
-33.154,123.685,336.1,17/12/2019,555
-31.081,151.855,310.8,2/12/2019,1245
-30.894,120.171,330.4,9/12/2019,225
-32.569,150.542,329.9,1/01/2020,335
-13.1,142.022,334.5,17/10/2019,450
-37.483,148.367,389.6,30/12/2019,1310
-35.698,137.053,334.4,23/12/2019,1620
-35.729,149.999,332,2/01/2020,0
-11.982,135.65,328.3,11/11/2019,445
-30.754,119.791,316,14/12/2019,1450
-27.24,123.759,436.5,23/10/2019,550
-21.186,120.743,330.6,13/12/2019,200
-29.156,151.642,363.5,8/11/2019,410
-30.041,151.911,301.6,7/12/2019,1440
-14.399,131.984,370,21/10/2019,425
-15.018,127.465,366.5,18/11/2019,450
-31.49,152.318,341.7,12/11/2019,345
-33.231,150.93,342,25/11/2019,2340
-16.604,138.004,338,2/01/2020,130
-15.553,130.327,356.1,16/11/2019,505
-35.959,149.651,372.1,3/01/2020,2345
-14.406,132.033,363.4,21/10/2019,425
-16.409,137.748,343,26/12/2019,415
-33.404,150.421,333.2,10/12/2019,410
-33.082,123.572,357.7,3/12/2019,540
-28.867,128.705,307.6,25/12/2019,1430
-32.197,146.973,330.6,9/10/2019,355
-31.049,124.129,353.3,8/11/2019,550
-37.374,147.664,327.7,30/12/2019,1445
-30.063,152.667,365.4,27/10/2019,345
-35.44,150.106,321.2,2/12/2019,320
-29.593,152.594,344.3,8/12/2019,5
-25.814,129.749,354,25/12/2019,45
-35.667,149.876,309.6,3/01/2020,1245
-28.09,152.401,334.7,12/11/2019,345
-29.225,151.471,338.1,6/11/2019,5
-25.825,129.822,393.6,24/12/2019,1350
-16.494,124.218,331.5,1/10/2019,205
-31.424,151.327,339,16/12/2019,1300
-35.177,150.432,323.6,28/12/2019,355
-32.66,121.998,332.7,6/01/2020,115
-27.353,152.669,306.3,17/12/2019,1205
-36.413,147.894,325.4,1/01/2020,1255
-15.587,143.751,333.8,14/11/2019,335
-33.084,150.529,332.5,8/11/2019,410
-17.588,122.371,303.1,3/11/2019,1500
-15.722,142.216,306.6,11/10/2019,1315
-33.323,151.018,313.1,3/12/2019,1505
-35.526,150.043,347.8,4/12/2019,30
-15.669,143.871,366.3,8/11/2019,415
-36.17,149.52,364.3,28/12/2019,355
-14.888,133.032,366.5,21/10/2019,425
-33.554,150.578,386.2,26/12/2019,410
-31.241,123.64,337,15/11/2019,555
-31.293,151.809,337.1,15/12/2019,1215
-34.03,149.895,344.5,9/12/2019,2355
-33.398,150.829,323.2,7/12/2019,340
-37.608,147.747,346.7,3/01/2020,2345
-25.072,149.259,337.8,6/12/2019,1225
-29.66,152.072,328.4,9/11/2019,1240
-36.234,149.616,340.8,30/12/2019,1445
-16.316,124.053,353,1/12/2019,135
-32.091,121.649,309.7,29/12/2019,1405
-18.296,143.712,332.4,18/12/2019,1555
-29.224,153.255,321.7,23/11/2019,2350
-15.779,126.55,339.6,13/10/2019,515
-33.768,150.051,311.1,28/12/2019,1500
-17.459,143.249,312.5,25/12/2019,1255
-35.877,147.515,323.8,2/01/2020,1515
-33.121,149.829,314.6,7/12/2019,1305
-33.414,150.506,305.5,19/12/2019,1505
-23.019,150.015,336.4,20/12/2019,25
-34.018,149.909,314.6,8/12/2019,1525
-28.627,152.349,324.3,9/12/2019,1250
-33.113,123.531,391.5,14/12/2019,525
-37.578,143.976,302.8,21/10/2019,5
-37.568,149.356,325.5,3/01/2020,2345
-36.084,147.665,464.3,30/12/2019,1310
-37.622,148.142,418.8,30/12/2019,1310
-19.804,143.473,322,24/12/2019,0
-30.728,152.28,328.3,17/11/2019,405
-16.037,142.258,340.4,7/12/2019,55
-15.594,126.826,339.4,3/10/2019,150
-27.22,129.832,341.3,31/10/2019,1600
-29.206,152.344,333.2,21/11/2019,340
-34.285,150.411,324.1,27/12/2019,1240
-29.557,152.298,351,7/11/2019,2350
-31.37,123.75,355.8,10/11/2019,535
-35.839,136.777,312,30/12/2019,520
-34.631,117.211,354.2,26/11/2019,300
-16.988,143.292,341.1,1/10/2019,25
-12.739,135.914,324.7,5/10/2019,140
-28.691,127.389,330.3,25/10/2019,120
-31.49,152.362,310.9,10/11/2019,1500
-37.232,149.235,352.6,4/01/2020,1505
-11.64,142.557,331.8,26/11/2019,405
-13.423,142.089,351.1,14/12/2019,100
-19.781,123.391,340.3,25/12/2019,225
-18.098,140.945,346.9,23/11/2019,45
-36.173,149.498,338,28/12/2019,355
-21.757,145.597,352.8,9/12/2019,330
-12.548,135.222,370,21/10/2019,430
-15.459,126.976,382.6,3/10/2019,150
-31.388,151.344,323.9,15/12/2019,2315
-13.058,135.797,387.2,25/10/2019,115
-14.32,129.915,333.6,10/12/2019,125
-15.667,130.751,332.1,2/12/2019,215
-37.037,140.981,336.2,27/12/2019,450
-35.803,148.053,307.5,1/01/2020,1255
-31.756,152.07,335.1,12/11/2019,345
-14.456,131.168,345.3,18/10/2019,535
-12.559,133.579,323.5,17/11/2019,410
-37.643,148.313,320.9,30/12/2019,1310
-35.837,148.699,339.1,10/01/2020,325
-29.443,152.129,331.4,5/01/2020,310
-29.371,153.175,339.7,25/11/2019,2340
-30.387,150.204,312.7,1/11/2019,1505
-13.274,130.513,355.1,22/10/2019,510
-35.203,150.112,332.8,20/12/2019,305
-25.32,152.431,325.8,8/10/2019,315
-33.892,150.225,340.9,14/12/2019,345
-35.348,149.629,337.6,6/12/2019,15
-17.002,143.304,359.2,1/10/2019,25
-29.63,152.668,328.5,6/12/2019,1220
-28.273,152.493,373.1,23/12/2019,340
-42.834,146.993,300.4,30/10/2019,1520
-19.19,146.065,326.6,23/12/2019,340
-31.402,150.835,372.9,16/12/2019,335
-13.22,132.749,348.1,12/10/2019,435
-17.791,122.797,336.5,18/10/2019,245
-35.902,147.584,325.3,30/12/2019,1310
-37.352,149.072,319.2,4/01/2020,1505
-32.866,150.177,344,19/12/2019,405
-29.993,151.363,362.8,10/11/2019,400
-35.44,147.867,304.3,3/01/2020,1245
-35.498,148.019,309.3,31/12/2019,1215
-12.516,142.254,314.2,19/10/2019,1530
-31.553,152.091,340.1,7/12/2019,340
-36.591,149.615,322.2,30/12/2019,1310
-33.02,150.213,338.1,31/12/2019,10
-30.559,150.959,339.8,28/12/2019,400
-17.489,144.734,338,20/12/2019,25
-31.911,121.435,406.5,8/01/2020,520
-25.985,153.136,337.8,16/12/2019,2355
-36.888,147.426,342.2,22/11/2019,420
-17.353,142.432,318.9,9/12/2019,1255
-34.883,150.291,334.5,27/12/2019,2340
-37.12,149.823,417.7,4/01/2020,1505
-30.265,150.293,331.6,20/12/2019,2335
-16.396,128.078,335.7,15/12/2019,145
-33.127,150.251,305.4,30/12/2019,1310
-33.191,150.109,320.6,29/12/2019,1225
-13.874,130.898,318.9,20/11/2019,1405
-29.889,153.129,307.7,5/12/2019,1450
-32.744,122.032,458.3,8/01/2020,240
-33.933,150.518,318.4,19/12/2019,1505
-32.886,124.286,342.5,2/01/2020,555
-33.267,150.569,328.2,19/11/2019,350
-16.69,123.695,334,4/12/2019,205
-18.403,143.878,309.9,20/12/2019,1545
-31.588,152.032,324.4,16/12/2019,335
-16.91,142.15,349.3,9/12/2019,45
-32.593,123.341,396.2,7/01/2020,615
-37.355,149.256,337.5,11/01/2020,410
-33.029,150.538,358.9,12/11/2019,345
-17.559,145.225,333.6,24/12/2019,425
-30.602,152.216,309.7,22/11/2019,1210
-11.417,142.28,345.7,1/11/2019,410
-18.222,141.626,313.1,11/12/2019,1550
-29.634,152.187,301.2,11/11/2019,1540
-32.518,119.798,358.1,6/12/2019,615
-17.716,142.27,326.7,11/12/2019,1245
-15.344,143.213,330.2,16/12/2019,335
-16.107,129.803,352.2,18/12/2019,505
-11.932,132.804,351.3,12/10/2019,435
-29.803,153.18,311.5,1/11/2019,1505
-16.645,142.573,310,18/11/2019,1545
-35.168,150.393,357.6,25/12/2019,2355
-35.802,148.751,324.7,3/01/2020,2345
-14.177,133.512,351.5,12/10/2019,145
-18.94,143.525,334.8,22/12/2019,440
-14.359,131.091,361.5,17/10/2019,450
-21.194,120.299,303.4,22/10/2019,1435
-33.294,150.26,348.8,7/12/2019,1305
-16.993,137.504,332.2,6/12/2019,440
-33.212,150.417,343.1,18/11/2019,30
-13.228,141.866,328.9,20/10/2019,345
-36.518,147.808,504.7,4/01/2020,400
-30.762,123.477,341.2,29/12/2019,620
-33.008,150.88,392.2,5/12/2019,350
-37.18,148.519,329.7,30/12/2019,345
-31.769,151.799,341.6,29/12/2019,1225
-15.72,144.245,330.9,23/11/2019,330
-16.896,138.876,376.3,5/10/2019,425
-33.324,150.276,372,7/12/2019,1440
-33.42,151.112,306.2,7/12/2019,1305
-11.793,130.747,362.9,22/10/2019,510
-31.68,152.434,318.1,14/11/2019,335
-15.249,126.699,308.9,12/10/2019,1705
-34.851,138.884,317,20/12/2019,1550
-15.588,126.857,335.7,20/10/2019,520
-17.679,144.806,343.7,23/12/2019,345
-32.595,150.581,330.9,29/12/2019,440
-30.682,152.824,335.9,8/11/2019,1155
-29.398,153.15,369.6,28/11/2019,345
-12.268,134.398,368.5,9/10/2019,115
-33.93,150.237,326,6/12/2019,435
-31.772,152.135,322.1,12/11/2019,1445
-16.448,137.798,331.4,27/12/2019,455
-31.567,151.015,314.3,21/12/2019,1315
-12.424,136.724,345,6/12/2019,440
-35.323,150.129,348.3,18/12/2019,40
-34.287,150.287,368.1,30/12/2019,345
-27.971,131.563,352,30/12/2019,525
-36.021,147.824,307.2,3/01/2020,1600
-30.322,150.231,328.6,23/10/2019,1510
-32.764,150.343,319,5/12/2019,1450
-37.477,147.981,332.3,10/12/2019,410
-18.95,143.757,316.6,18/12/2019,1250
-31.682,152.206,323.3,9/11/2019,1240
-33.027,151.55,324.3,3/01/2020,320
-34.232,150.303,322.2,23/12/2019,340
-33.306,150.114,353.2,16/12/2019,330
-14.773,128.151,331.2,7/12/2019,520
-14.379,126.604,334.4,19/11/2019,535
-30.974,151.143,325.8,12/11/2019,1310
-25.328,151.705,304.3,8/12/2019,1520
